Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
35.92,0,35.912, 2021/07/20 18:26:11.920 PM,1310840772,239171.92,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.04,-0.74,-0.75,0,0,0,-9.673,-1.445,-0.296
35.928,0,35.92, 2021/07/20 18:26:11.928 PM,1310840772,239171.928,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.23,-0.35,0.11,0,0,0,-9.73,-1.653,-0.112
35.94,0,35.932, 2021/07/20 18:26:11.940 PM,1310840772,239171.94,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.6,0.07,0.66,0,0,0,-9.716,-1.438,-0.185
35.948,0,35.94, 2021/07/20 18:26:11.948 PM,1310840772,239171.948,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.83,-0.01,0.36,0,0,0,-9.575,-1.462,-0.317
35.96,0,35.952, 2021/07/20 18:26:11.960 PM,1310840772,239171.96,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.83,0.03,0.01,0,0,0,-9.516,-1.432,-0.195
35.968,0,35.96, 2021/07/20 18:26:11.968 PM,1310840772,239171.968,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.57,0.53,-0.17,0,0,0,-9.652,-1.298,-0.204
35.98,0,35.972, 2021/07/20 18:26:11.980 PM,1310840772,239171.98,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23,0.28,-1.25,0,0,0,-9.834,-1.401,-0.35
35.988,0,35.98, 2021/07/20 18:26:11.988 PM,1310840772,239171.988,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.98,-0.06,-1.43,0,0,0,-9.757,-1.356,-0.459
36,0,35.992, 2021/07/20 18:26:12.000 PM,1310840772,239172,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.73,0.4,-1.77,0,0,0,-9.893,-1.395,-0.7
36.008,0,36, 2021/07/20 18:26:12.008 PM,1310840772,239172.008,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.65,-1.22,-0.89,0,0,0,-9.888,-1.793,-0.174
36.02,0,36.012, 2021/07/20 18:26:12.020 PM,1310840772,239172.02,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.88,-0.98,-1.67,0,0,0,-9.618,-1.765,-0.512
36.028,0,36.02, 2021/07/20 18:26:12.028 PM,1310840772,239172.028,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.3,-1.91,-0.37,0,0,0,-9.703,-1.175,-0.722
36.04,0,36.032, 2021/07/20 18:26:12.040 PM,1310840772,239172.04,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.21,-0.77,0.01,0,0,0,-9.344,-1.408,-0.145
36.048,0,36.04, 2021/07/20 18:26:12.048 PM,1310840772,239172.048,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.17,-1.77,-1.06,0,0,0,-9.661,-1.481,-0.347
36.06,0,36.052, 2021/07/20 18:26:12.060 PM,1310840772,239172.06,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23,-1.35,-0.18,0,0,0,-9.402,-1.341,-0.194
36.068,0,36.06, 2021/07/20 18:26:12.068 PM,1310840772,239172.068,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.43,-1.87,-0.3,0,0,0,-9.552,-1.446,-0.353
36.08,0,36.072, 2021/07/20 18:26:12.080 PM,1310840772,239172.08,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.6,-1.77,-0.51,0,0,0,-9.379,-1.381,-0.479
36.088,0,36.08, 2021/07/20 18:26:12.088 PM,1310840772,239172.088,37.42984373,-122.1841264,40.03,0,0,0,0,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.36,-1.52,-0.15,0,0,0,-9.633,-1.526,0.159
36.1,0,36.092, 2021/07/20 18:26:12.100 PM,1310840772,239172.1,37.42985315,-122.1841127,40.017,0,0,0,0.1,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.37,-0.27,0.13,0,0,0,-9.672,-1.716,-0.175
36.108,0,36.1, 2021/07/20 18:26:12.108 PM,1310840772,239172.108,37.42985315,-122.1841127,40.017,0,0,0,0.1,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.04,-1.29,-0.57,0,0,0,-9.834,-1.322,0.051
36.12,0,36.112, 2021/07/20 18:26:12.120 PM,1310840772,239172.12,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.24,-0.47,-0.9,0,0,0,-9.833,-1.435,-0.054
36.128,0,36.12, 2021/07/20 18:26:12.128 PM,1310840772,239172.128,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.01,-0.24,-0.51,0,0,0,-9.753,-1.658,-0.232
36.14,0,36.132, 2021/07/20 18:26:12.140 PM,1310840772,239172.14,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.01,0.06,-0.26,0,0,0,-9.853,-1.608,-0.187
36.148,0,36.14, 2021/07/20 18:26:12.148 PM,1310840772,239172.148,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.58,0.37,-0.33,0,0,0,-9.861,-1.429,-0.212
36.16,0,36.152, 2021/07/20 18:26:12.160 PM,1310840772,239172.16,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.71,0.14,-0.67,0,0,0,-9.985,-1.483,-0.244
36.168,0,36.16, 2021/07/20 18:26:12.168 PM,1310840772,239172.168,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.31,-0.5,-0.25,0,0,0,-10.112,-1.359,-0.297
36.18,0,36.172, 2021/07/20 18:26:12.180 PM,1310840772,239172.18,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.21,-0.81,-0.47,0,0,0,-10.112,-1.136,-0.474
36.188,0,36.18, 2021/07/20 18:26:12.188 PM,1310840772,239172.188,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.04,-0.53,-0.43,0,0,0,-10.162,-1.581,-0.509
36.2,0,36.192, 2021/07/20 18:26:12.200 PM,1310840772,239172.2,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.41,-1.64,-0.73,0,0,0,-9.935,-1.516,-0.268
36.208,0,36.2, 2021/07/20 18:26:12.208 PM,1310840772,239172.208,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.69,-0.85,-0.74,0,0,0,-9.622,-1.108,-0.546
36.22,0,36.212, 2021/07/20 18:26:12.220 PM,1310840772,239172.22,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.56,-1.04,-0.81,0,0,0,-9.597,-1.212,-0.454
36.228,0,36.22, 2021/07/20 18:26:12.228 PM,1310840772,239172.228,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.03,-0.92,-0.67,0,0,0,-9.481,-1.993,-0.34
36.24,0,36.232, 2021/07/20 18:26:12.240 PM,1310840772,239172.24,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.21,-1.5,-0.42,0,0,0,-9.244,-1.774,-0.313
36.248,0,36.24, 2021/07/20 18:26:12.248 PM,1310840772,239172.248,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.78,-2.45,1.03,0,0,0,-9.226,-1.579,-0.155
36.26,0,36.252, 2021/07/20 18:26:12.260 PM,1310840772,239172.26,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.14,-1.25,0.38,0,0,0,-9.216,-1.72,-0.177
36.268,0,36.26, 2021/07/20 18:26:12.268 PM,1310840772,239172.268,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.02,-1.57,0.93,0,0,0,-9.25,-1.929,-0.334
36.28,0,36.272, 2021/07/20 18:26:12.280 PM,1310840772,239172.28,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.06,-1.5,0.56,0,0,0,-9.398,-1.795,-0.35
36.288,0,36.28, 2021/07/20 18:26:12.288 PM,1310840772,239172.288,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.16,-1.16,1.2,0,0,0,-9.444,-1.73,-0.512
36.3,0,36.292, 2021/07/20 18:26:12.300 PM,1310840772,239172.3,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.87,-1.98,1.16,0,0,0,-9.665,-1.697,-0.107
36.308,0,36.3, 2021/07/20 18:26:12.308 PM,1310840772,239172.308,37.42985315,-122.1841127,40.017,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.54,-1.11,1.12,0,0,0,-9.602,-1.899,-0.422
36.32,0,36.312, 2021/07/20 18:26:12.320 PM,1310840772,239172.32,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.53,-1.49,-0.16,0,0,0,-9.935,-1.75,-0.182
36.328,0,36.32, 2021/07/20 18:26:12.328 PM,1310840772,239172.328,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.72,-1.33,0.86,0,0,0,-9.694,-1.543,-0.399
36.34,0,36.332, 2021/07/20 18:26:12.340 PM,1310840772,239172.34,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.33,-2.17,0.13,0,0,0,-9.783,-1.803,-0.576
36.348,0,36.34, 2021/07/20 18:26:12.348 PM,1310840772,239172.348,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.88,-2.1,1.65,0,0,0,-9.473,-1.759,-0.206
36.36,0,36.352, 2021/07/20 18:26:12.360 PM,1310840772,239172.36,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.82,-1.73,1.82,0,0,0,-9.603,-1.816,-0.129
36.368,0,36.36, 2021/07/20 18:26:12.368 PM,1310840772,239172.368,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.96,-1.17,1.3,0,0,0,-9.465,-1.636,-0.423
36.38,0,36.372, 2021/07/20 18:26:12.380 PM,1310840772,239172.38,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.32,-1,1.44,0,0,0,-9.645,-1.628,-0.498
36.388,0,36.38, 2021/07/20 18:26:12.388 PM,1310840772,239172.388,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.65,-1.54,1.13,0,0,0,-9.744,-1.223,-0.019
36.4,0,36.392, 2021/07/20 18:26:12.400 PM,1310840772,239172.4,37.42985315,-122.1841127,40.017,0,0,0,0.47,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.28,-0.97,1.02,0,0,0,-9.835,-1.35,-0.387
36.408,0,36.4, 2021/07/20 18:26:12.408 PM,1310840772,239172.408,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.47,-0.71,0.3,0,0,0,-9.897,-1.334,-0.455
36.42,0,36.412, 2021/07/20 18:26:12.420 PM,1310840772,239172.42,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.8,-0.63,0.36,0,0,0,-10.058,-1.012,-0.246
36.428,0,36.42, 2021/07/20 18:26:12.428 PM,1310840772,239172.428,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.81,-0.81,0.16,0,0,0,-10.137,-1.338,-0.447
36.44,0,36.432, 2021/07/20 18:26:12.440 PM,1310840772,239172.44,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.25,-1.5,-0.75,0,0,0,-10.127,-1.388,-0.588
36.448,0,36.44, 2021/07/20 18:26:12.448 PM,1310840772,239172.448,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.44,-1.4,0.79,0,0,0,-10.158,-1.221,-0.269
36.46,0,36.452, 2021/07/20 18:26:12.460 PM,1310840772,239172.46,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.18,-0.89,-0.65,0,0,0,-10.281,-0.652,-0.676
36.468,0,36.46, 2021/07/20 18:26:12.468 PM,1310840772,239172.468,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.64,-1.61,0.05,0,0,0,-10.287,-1.447,-0.37
36.48,0,36.472, 2021/07/20 18:26:12.480 PM,1310840772,239172.48,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.9,-1.21,-0.25,0,0,0,-10.262,-1.384,-0.604
36.488,0,36.48, 2021/07/20 18:26:12.488 PM,1310840772,239172.488,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-25.1,-1.77,-0.48,0,0,0,-10.197,-1.232,-0.253
36.5,0,36.492, 2021/07/20 18:26:12.500 PM,1310840773,239172.5,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-25.05,-1.46,-1.76,0,0,0,-10.129,-1.129,-0.202
36.508,0,36.5, 2021/07/20 18:26:12.508 PM,1310840773,239172.508,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.77,-2.08,-0.44,0,0,0,-9.958,-1.563,-0.267
36.52,0,36.512, 2021/07/20 18:26:12.520 PM,1310840773,239172.52,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.54,-2.37,-0.92,0,0,0,-9.857,-1.555,-0.261
36.528,0,36.52, 2021/07/20 18:26:12.528 PM,1310840773,239172.528,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.1,-1.85,-1.02,0,0,0,-9.628,-1.894,0.032
36.54,0,36.532, 2021/07/20 18:26:12.540 PM,1310840773,239172.54,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.39,-1.78,-1.43,0,0,0,-9.549,-1.661,-0.414
36.548,0,36.54, 2021/07/20 18:26:12.548 PM,1310840773,239172.548,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.49,-1.24,-1.14,0,0,0,-9.391,-0.918,-0.048
36.56,0,36.552, 2021/07/20 18:26:12.560 PM,1310840773,239172.56,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.52,-0.86,-1.22,0,0,0,-9.291,-1.635,-0.142
36.568,0,36.56, 2021/07/20 18:26:12.568 PM,1310840773,239172.568,37.42985315,-122.1841127,40.017,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.28,-0.29,-0.33,0,0,0,-9.02,-2.018,-0.319
36.58,0,36.572, 2021/07/20 18:26:12.580 PM,1310840773,239172.58,37.42986589,-122.184102,39.855,0,0,0,0.21,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.08,-0.18,-1.39,0,0,0,-9.264,-1.858,-0.387
36.588,0,36.58, 2021/07/20 18:26:12.588 PM,1310840773,239172.588,37.42986589,-122.184102,39.855,0,0,0,-0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.58,-0.11,-0.55,0,0,0,-9.172,-1.479,0.034
36.6,0,36.592, 2021/07/20 18:26:12.600 PM,1310840773,239172.6,37.42986589,-122.184102,39.855,0,0,0,-0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.41,-0.04,-0.09,0,0,0,-9.309,-1.818,-0.293
36.608,0,36.6, 2021/07/20 18:26:12.608 PM,1310840773,239172.608,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.51,0.5,-0.46,0,0,0,-9.363,-1.473,0.123
36.62,0,36.612, 2021/07/20 18:26:12.620 PM,1310840773,239172.62,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.39,0.08,-0.9,0,0,0,-9.669,-1.557,-0.108
36.628,0,36.62, 2021/07/20 18:26:12.628 PM,1310840773,239172.628,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-25.02,-0.19,-0.75,0,0,0,-9.769,-1.506,0.075
36.64,0,36.632, 2021/07/20 18:26:12.640 PM,1310840773,239172.64,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.63,-0.14,-1.32,0,0,0,-10.264,-1.683,-0.028
36.648,0,36.64, 2021/07/20 18:26:12.648 PM,1310840773,239172.648,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.76,0.17,-1.69,0,0,0,-10.097,-2.247,-0.429
36.66,0,36.652, 2021/07/20 18:26:12.660 PM,1310840773,239172.66,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.93,-0.31,-1.98,0,0,0,-10.414,-1.794,-0.435
36.668,0,36.66, 2021/07/20 18:26:12.668 PM,1310840773,239172.668,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.24,-0.7,-0.57,0,0,0,-10.306,-1.616,0.083
36.68,0,36.672, 2021/07/20 18:26:12.680 PM,1310840773,239172.68,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-25.18,-1.13,-1.15,0,0,0,-10.438,-1.902,-0.319
36.688,0,36.68, 2021/07/20 18:26:12.688 PM,1310840773,239172.688,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.5,-0.97,-0.9,0,0,0,-10.403,-2.085,-0.474
36.7,0,36.692, 2021/07/20 18:26:12.700 PM,1310840773,239172.7,37.42986589,-122.184102,39.855,0,0,0,0.03,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.08,-1.85,0.48,0,0,0,-10.476,-2.048,0.02
36.708,0,36.7, 2021/07/20 18:26:12.708 PM,1310840773,239172.708,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.18,-1.1,0.86,0,0,0,-10.435,-2.142,-0.389
36.72,0,36.712, 2021/07/20 18:26:12.720 PM,1310840773,239172.72,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.33,-1.42,0.91,0,0,0,-10.225,-2.022,-0.23
36.728,0,36.72, 2021/07/20 18:26:12.728 PM,1310840773,239172.728,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.34,-1.92,1.54,0,0,0,-10.089,-1.817,-0.099
36.74,0,36.732, 2021/07/20 18:26:12.740 PM,1310840773,239172.74,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.47,-1.99,0.32,0,0,0,-10.066,-1.871,-0.025
36.748,0,36.74, 2021/07/20 18:26:12.748 PM,1310840773,239172.748,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.59,-2.07,-0.23,0,0,0,-9.692,-1.848,-0.197
36.76,0,36.752, 2021/07/20 18:26:12.760 PM,1310840773,239172.76,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.29,-1.31,0,0,0,0,-9.458,-1.954,-0.083
36.768,0,36.76, 2021/07/20 18:26:12.768 PM,1310840773,239172.768,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.75,-1.56,-0.33,0,0,0,-9.321,-2.121,-0.444
36.78,0,36.772, 2021/07/20 18:26:12.780 PM,1310840773,239172.78,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.7,-1.47,-0.5,0,0,0,-9.209,-1.667,-0.402
36.788,0,36.78, 2021/07/20 18:26:12.788 PM,1310840773,239172.788,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.05,-2.11,-0.22,0,0,0,-9.516,-1.674,0.194
36.8,0,36.792, 2021/07/20 18:26:12.800 PM,1310840773,239172.8,37.42986589,-122.184102,39.855,0,0,0,0.01,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.91,-1.44,-0.68,0,0,0,-9.455,-1.624,-0.164
36.808,0,36.8, 2021/07/20 18:26:12.808 PM,1310840773,239172.808,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.83,-1.52,-1.5,0,0,0,-9.634,-1.596,0.256
36.82,0,36.812, 2021/07/20 18:26:12.820 PM,1310840773,239172.82,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-24.54,-1.76,-0.99,0,0,0,-9.491,-1.404,-0.078
36.828,0,36.82, 2021/07/20 18:26:12.828 PM,1310840773,239172.828,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.41,-2.51,-0.05,0,0,0,-9.352,-1.923,0.135
36.84,0,36.832, 2021/07/20 18:26:12.840 PM,1310840773,239172.84,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.49,-3.04,-0.51,0,0,0,-9.194,-2.835,0.464
36.848,0,36.84, 2021/07/20 18:26:12.848 PM,1310840773,239172.848,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.03,-2.54,-0.91,0,0,0,-9.344,-1.154,-0.051
36.86,0,36.852, 2021/07/20 18:26:12.860 PM,1310840773,239172.86,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-23.27,-2.54,-0.15,0,0,0,-9.168,-1.355,-0.014
36.868,0,36.86, 2021/07/20 18:26:12.868 PM,1310840773,239172.868,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.71,-2.02,-0.14,0,0,0,-9.298,-2.231,0.024
36.88,0,36.872, 2021/07/20 18:26:12.880 PM,1310840773,239172.88,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.78,-2.52,-0.92,0,0,0,-9.252,-2.25,-0.045
36.888,0,36.88, 2021/07/20 18:26:12.888 PM,1310840773,239172.888,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-22.19,-1.09,-0.9,0,0,0,-9.571,-2.055,0.112
36.9,0,36.892, 2021/07/20 18:26:12.900 PM,1310840773,239172.9,37.42986589,-122.184102,39.855,0,0,0,0.22,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-21.63,-1.1,-0.89,0,0,0,-9.363,-2.298,0.032
36.908,0,36.9, 2021/07/20 18:26:12.908 PM,1310840773,239172.908,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-21.98,-0.28,-0.99,0,0,0,-9.886,-2.152,-0.087
36.92,0,36.912, 2021/07/20 18:26:12.920 PM,1310840773,239172.92,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-21.51,-0.49,-1.98,0,0,0,-9.908,-2.449,0.048
