Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
1.008,0,1, 2021/07/20 18:25:37.008 PM,1310840737,239137.008,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.95,-0.21,0.6,0,0,0,-9.947,-0.205,-0.04
1.02,0,1.012, 2021/07/20 18:25:37.020 PM,1310840737,239137.02,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.75,-0.08,0.06,0,0,0,-10.024,0.271,-0.788
1.028,0,1.02, 2021/07/20 18:25:37.028 PM,1310840737,239137.028,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.81,-0.12,0.29,0,0,0,-9.794,-0.086,-0.678
1.04,0,1.032, 2021/07/20 18:25:37.040 PM,1310840737,239137.04,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.55,-0.9,-0.1,0,0,0,-10.047,-0.002,-0.416
1.048,0,1.04, 2021/07/20 18:25:37.048 PM,1310840737,239137.048,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.55,-1.01,0.3,0,0,0,-9.993,0.28,-0.407
1.06,0,1.052, 2021/07/20 18:25:37.060 PM,1310840737,239137.06,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.33,-0.31,0.23,0,0,0,-10.114,0.054,-0.281
1.068,0,1.06, 2021/07/20 18:25:37.068 PM,1310840737,239137.068,37.42896972,-122.1844044,39.164,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.41,0.26,-0.33,0,0,0,-10.14,-0.013,-0.201
1.08,0,1.072, 2021/07/20 18:25:37.080 PM,1310840737,239137.08,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.71,-1.33,-0.64,0,0,0,-10.096,-0.035,0.186
1.088,0,1.08, 2021/07/20 18:25:37.088 PM,1310840737,239137.088,37.42896143,-122.1844046,39.35,0,0,0,-0.32,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.73,-0.61,-0.54,0,0,0,-9.876,-0.088,-0.104
1.1,0,1.092, 2021/07/20 18:25:37.100 PM,1310840737,239137.1,37.42896143,-122.1844046,39.35,0,0,0,-0.32,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.79,-0.64,-0.55,0,0,0,-9.689,-0.033,-0.069
1.108,0,1.1, 2021/07/20 18:25:37.108 PM,1310840737,239137.108,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.7,-0.61,-0.69,0,0,0,-9.655,-0.204,0.014
1.12,0,1.112, 2021/07/20 18:25:37.120 PM,1310840737,239137.12,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.54,-1,-0.33,0,0,0,-9.425,-0.273,-0.024
1.128,0,1.12, 2021/07/20 18:25:37.128 PM,1310840737,239137.128,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.91,-0.49,-0.21,0,0,0,-9.338,-0.208,-0.397
1.14,0,1.132, 2021/07/20 18:25:37.140 PM,1310840737,239137.14,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.33,-0.17,0.35,0,0,0,-9.121,-0.3,-0.342
1.148,0,1.14, 2021/07/20 18:25:37.148 PM,1310840737,239137.148,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.67,0.71,-0.09,0,0,0,-9.214,-0.043,-0.687
1.16,0,1.152, 2021/07/20 18:25:37.160 PM,1310840737,239137.16,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.3,0.1,0.22,0,0,0,-9.294,-0.092,-0.521
1.168,0,1.16, 2021/07/20 18:25:37.168 PM,1310840737,239137.168,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.79,0.27,-0.48,0,0,0,-9.6,0.02,-0.629
1.18,0,1.172, 2021/07/20 18:25:37.180 PM,1310840737,239137.18,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.41,0.96,-0.5,0,0,0,-9.524,-0.187,-0.708
1.188,0,1.18, 2021/07/20 18:25:37.188 PM,1310840737,239137.188,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.49,1.27,-0.55,0,0,0,-9.793,-0.087,-0.71
1.2,0,1.192, 2021/07/20 18:25:37.200 PM,1310840737,239137.2,37.42896143,-122.1844046,39.35,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.53,0.48,-1.45,0,0,0,-9.852,-0.122,-0.602
1.208,0,1.2, 2021/07/20 18:25:37.208 PM,1310840737,239137.208,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.9,-0.09,-0.92,0,0,0,-10.002,-0.081,-0.717
1.22,0,1.212, 2021/07/20 18:25:37.220 PM,1310840737,239137.22,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.36,-0.3,-1.4,0,0,0,-10.03,-0.1,-0.564
1.228,0,1.22, 2021/07/20 18:25:37.228 PM,1310840737,239137.228,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.06,-0.39,-1.51,0,0,0,-10.079,-0.26,-0.675
1.24,0,1.232, 2021/07/20 18:25:37.240 PM,1310840737,239137.24,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.85,-0.34,-0.69,0,0,0,-9.844,-0.117,-0.751
1.248,0,1.24, 2021/07/20 18:25:37.248 PM,1310840737,239137.248,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.7,-1.02,-1.39,0,0,0,-9.835,-0.086,-0.756
1.26,0,1.252, 2021/07/20 18:25:37.260 PM,1310840737,239137.26,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.08,-1.03,-1.41,0,0,0,-9.579,-0.114,-0.766
1.268,0,1.26, 2021/07/20 18:25:37.268 PM,1310840737,239137.268,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.29,-0.29,-0.84,0,0,0,-9.622,-0.159,-0.944
1.28,0,1.272, 2021/07/20 18:25:37.280 PM,1310840737,239137.28,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.14,-1,-0.78,0,0,0,-9.544,-0.076,-0.906
1.288,0,1.28, 2021/07/20 18:25:37.288 PM,1310840737,239137.288,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.29,-0.68,-0.46,0,0,0,-9.497,-0.073,-0.9
1.3,0,1.292, 2021/07/20 18:25:37.300 PM,1310840737,239137.3,37.42896143,-122.1844046,39.35,0,0,0,-0.11,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.43,-0.18,-0.92,0,0,0,-9.639,-0.03,-0.81
1.308,0,1.3, 2021/07/20 18:25:37.308 PM,1310840737,239137.308,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.94,-0.59,-0.87,0,0,0,-9.565,-0.162,-0.813
1.32,0,1.312, 2021/07/20 18:25:37.320 PM,1310840737,239137.32,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.4,-0.16,-1.68,0,0,0,-9.717,-0.265,-0.64
1.328,0,1.32, 2021/07/20 18:25:37.328 PM,1310840737,239137.328,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.47,-0.18,-0.43,0,0,0,-9.764,-0.353,-0.57
1.34,0,1.332, 2021/07/20 18:25:37.340 PM,1310840737,239137.34,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.65,0.4,-0.36,0,0,0,-9.776,-0.376,-0.633
1.348,0,1.34, 2021/07/20 18:25:37.348 PM,1310840737,239137.348,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.5,0.78,-0.11,0,0,0,-9.911,-0.42,-0.549
1.36,0,1.352, 2021/07/20 18:25:37.360 PM,1310840737,239137.36,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.65,0.09,-0.21,0,0,0,-9.8,-0.507,-0.579
1.368,0,1.36, 2021/07/20 18:25:37.368 PM,1310840737,239137.368,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.33,1.47,-0.26,0,0,0,-9.713,-0.605,-0.765
1.38,0,1.372, 2021/07/20 18:25:37.380 PM,1310840737,239137.38,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.01,0.47,-0.07,0,0,0,-10.079,-0.693,-0.209
1.388,0,1.38, 2021/07/20 18:25:37.388 PM,1310840737,239137.388,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.78,0.76,0.98,0,0,0,-9.716,-0.006,-1.305
1.4,0,1.392, 2021/07/20 18:25:37.400 PM,1310840737,239137.4,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.46,0.95,-0.1,0,0,0,-9.954,-0.329,-0.839
1.408,0,1.4, 2021/07/20 18:25:37.408 PM,1310840737,239137.408,37.42896143,-122.1844046,39.35,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.37,1.03,0.45,0,0,0,-9.923,-0.416,-1.034
1.42,0,1.412, 2021/07/20 18:25:37.420 PM,1310840737,239137.42,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.11,1.1,-0.4,0,0,0,-10.029,-0.233,-1.1
1.428,0,1.42, 2021/07/20 18:25:37.428 PM,1310840737,239137.428,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.54,0.64,-0.2,0,0,0,-10.006,-0.226,-1.023
1.44,0,1.432, 2021/07/20 18:25:37.440 PM,1310840737,239137.44,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.13,0.07,-0.72,0,0,0,-10.176,-0.303,-0.982
1.448,0,1.44, 2021/07/20 18:25:37.448 PM,1310840737,239137.448,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.89,0,-0.03,0,0,0,-10.016,-0.221,-0.796
1.46,0,1.452, 2021/07/20 18:25:37.460 PM,1310840737,239137.46,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.49,-0.59,0.02,0,0,0,-10.011,-0.218,-0.772
1.468,0,1.46, 2021/07/20 18:25:37.468 PM,1310840737,239137.468,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.05,-0.94,-0.09,0,0,0,-9.934,-0.202,-0.832
1.48,0,1.472, 2021/07/20 18:25:37.480 PM,1310840737,239137.48,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.8,-0.56,0.28,0,0,0,-9.954,-0.078,-0.584
1.488,0,1.48, 2021/07/20 18:25:37.488 PM,1310840737,239137.488,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.54,-0.23,-1.14,0,0,0,-9.892,-0.055,-0.811
1.5,0,1.492, 2021/07/20 18:25:37.500 PM,1310840738,239137.5,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.4,-0.82,-0.32,0,0,0,-9.672,-0.147,-0.788
1.508,0,1.5, 2021/07/20 18:25:37.508 PM,1310840738,239137.508,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.47,-0.49,-0.41,0,0,0,-9.632,0.032,-0.817
1.52,0,1.512, 2021/07/20 18:25:37.520 PM,1310840738,239137.52,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.74,0.4,-0.37,0,0,0,-9.554,0.037,-0.906
1.528,0,1.52, 2021/07/20 18:25:37.528 PM,1310840738,239137.528,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.25,0.18,-0.77,0,0,0,-9.454,0.02,-1.171
1.54,0,1.532, 2021/07/20 18:25:37.540 PM,1310840738,239137.54,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.44,-0.01,-1.22,0,0,0,-9.503,-0.061,-0.951
1.548,0,1.54, 2021/07/20 18:25:37.548 PM,1310840738,239137.548,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.57,1.36,-0.72,0,0,0,-9.47,-0.153,-1.028
1.56,0,1.552, 2021/07/20 18:25:37.560 PM,1310840738,239137.56,37.42896143,-122.1844046,39.35,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.12,0.19,-1.54,0,0,0,-9.534,-0.155,-0.827
1.568,0,1.56, 2021/07/20 18:25:37.568 PM,1310840738,239137.568,37.42895231,-122.1844051,39.42,0,0,0,0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-0.46,0.64,-0.93,0,0,0,-9.608,-0.366,-0.828
1.58,0,1.572, 2021/07/20 18:25:37.580 PM,1310840738,239137.58,37.42895231,-122.1844051,39.42,0,0,0,0.09,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.98,1.04,-0.28,0,0,0,-9.653,-0.384,-0.979
1.588,0,1.58, 2021/07/20 18:25:37.588 PM,1310840738,239137.588,37.42895231,-122.1844051,39.42,0,0,0,0.09,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.09,-0.47,0.07,0,0,0,-9.72,-0.437,-0.822
1.6,0,1.592, 2021/07/20 18:25:37.600 PM,1310840738,239137.6,37.42895231,-122.1844051,39.42,0,0,0,0.09,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.67,0.85,-0.26,0,0,0,-9.804,-0.605,-0.914
1.608,0,1.6, 2021/07/20 18:25:37.608 PM,1310840738,239137.608,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.12,0.01,-0.19,0,0,0,-9.815,-0.453,-0.919
1.62,0,1.612, 2021/07/20 18:25:37.620 PM,1310840738,239137.62,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.27,0.11,-0.32,0,0,0,-9.787,-0.583,-1.027
1.628,0,1.62, 2021/07/20 18:25:37.628 PM,1310840738,239137.628,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.42,0.39,0,0,0,0,-9.785,-0.426,-1.015
1.64,0,1.632, 2021/07/20 18:25:37.640 PM,1310840738,239137.64,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.19,0.46,0.14,0,0,0,-9.852,-0.43,-1.132
1.648,0,1.64, 2021/07/20 18:25:37.648 PM,1310840738,239137.648,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.86,0.17,-0.49,0,0,0,-9.929,-0.353,-1.046
1.66,0,1.652, 2021/07/20 18:25:37.660 PM,1310840738,239137.66,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.11,0.19,-0.45,0,0,0,-9.864,-0.491,-1.182
1.668,0,1.66, 2021/07/20 18:25:37.668 PM,1310840738,239137.668,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.15,0.11,-0.24,0,0,0,-9.871,-0.471,-1.265
1.68,0,1.672, 2021/07/20 18:25:37.680 PM,1310840738,239137.68,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.45,-0.19,0.16,0,0,0,-9.989,-0.3,-1.089
1.688,0,1.68, 2021/07/20 18:25:37.688 PM,1310840738,239137.688,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.24,-0.06,0.13,0,0,0,-9.934,-0.311,-1.176
1.7,0,1.692, 2021/07/20 18:25:37.700 PM,1310840738,239137.7,37.42895231,-122.1844051,39.42,0,0,0,-0.1,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.62,-0.43,0.24,0,0,0,-9.851,-0.409,-1.073
1.708,0,1.7, 2021/07/20 18:25:37.708 PM,1310840738,239137.708,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.91,-0.8,0.39,0,0,0,-9.75,-0.222,-0.945
1.72,0,1.712, 2021/07/20 18:25:37.720 PM,1310840738,239137.72,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.08,-0.62,1.11,0,0,0,-9.763,-0.237,-0.952
1.728,0,1.72, 2021/07/20 18:25:37.728 PM,1310840738,239137.728,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.62,-0.79,0.74,0,0,0,-9.608,-0.071,-0.868
1.74,0,1.732, 2021/07/20 18:25:37.740 PM,1310840738,239137.74,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.59,-0.4,0.56,0,0,0,-9.646,0.122,-0.911
1.748,0,1.74, 2021/07/20 18:25:37.748 PM,1310840738,239137.748,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.8,-1.08,-0.18,0,0,0,-9.612,0.204,-0.99
1.76,0,1.752, 2021/07/20 18:25:37.760 PM,1310840738,239137.76,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.76,-0.82,-1.18,0,0,0,-9.686,0.184,-0.936
1.768,0,1.76, 2021/07/20 18:25:37.768 PM,1310840738,239137.768,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.15,0.13,-1.16,0,0,0,-9.568,0.113,-0.944
1.78,0,1.772, 2021/07/20 18:25:37.780 PM,1310840738,239137.78,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.33,0.52,-2.23,0,0,0,-9.833,-0.015,-1.039
1.788,0,1.78, 2021/07/20 18:25:37.788 PM,1310840738,239137.788,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.29,-0.1,-2.07,0,0,0,-9.795,0.11,-0.92
1.8,0,1.792, 2021/07/20 18:25:37.800 PM,1310840738,239137.8,37.42895231,-122.1844051,39.42,0,0,0,-0.05,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.78,0.16,-1.38,0,0,0,-9.997,-0.178,-0.777
1.808,0,1.8, 2021/07/20 18:25:37.808 PM,1310840738,239137.808,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.14,0.8,-1.09,0,0,0,-9.994,-0.13,-0.944
1.82,0,1.812, 2021/07/20 18:25:37.820 PM,1310840738,239137.82,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.36,0.2,-0.36,0,0,0,-10.047,-0.12,-0.824
1.828,0,1.82, 2021/07/20 18:25:37.828 PM,1310840738,239137.828,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.89,0.04,-0.57,0,0,0,-10.192,-0.209,-0.805
1.84,0,1.832, 2021/07/20 18:25:37.840 PM,1310840738,239137.84,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.02,-0.2,-0.37,0,0,0,-10.262,-0.349,-0.72
1.848,0,1.84, 2021/07/20 18:25:37.848 PM,1310840738,239137.848,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.53,-0.05,-0.4,0,0,0,-10.264,-0.199,-0.99
1.86,0,1.852, 2021/07/20 18:25:37.860 PM,1310840738,239137.86,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.6,-0.01,0.24,0,0,0,-10.257,-0.187,-0.994
1.868,0,1.86, 2021/07/20 18:25:37.868 PM,1310840738,239137.868,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.94,0.45,-0.55,0,0,0,-10.195,-0.469,-0.994
1.88,0,1.872, 2021/07/20 18:25:37.880 PM,1310840738,239137.88,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.17,-0.81,-0.99,0,0,0,-9.919,-0.473,-0.832
1.888,0,1.88, 2021/07/20 18:25:37.888 PM,1310840738,239137.888,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.23,-0.45,-1.26,0,0,0,-9.959,-0.527,-0.985
1.9,0,1.892, 2021/07/20 18:25:37.900 PM,1310840738,239137.9,37.42895231,-122.1844051,39.42,0,0,0,-0.14,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.23,-0.34,-0.12,0,0,0,-9.787,-0.6,-1.013
1.908,0,1.9, 2021/07/20 18:25:37.908 PM,1310840738,239137.908,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.2,0.34,-0.17,0,0,0,-9.811,-0.442,-0.905
1.92,0,1.912, 2021/07/20 18:25:37.920 PM,1310840738,239137.92,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.36,0.29,0.26,0,0,0,-9.706,-0.308,-0.833
1.928,0,1.92, 2021/07/20 18:25:37.928 PM,1310840738,239137.928,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.98,0.37,-0.28,0,0,0,-9.832,-0.158,-0.929
1.94,0,1.932, 2021/07/20 18:25:37.940 PM,1310840738,239137.94,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.39,0.02,0.3,0,0,0,-9.725,-0.168,-0.612
1.948,0,1.94, 2021/07/20 18:25:37.948 PM,1310840738,239137.948,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.83,0.79,0.63,0,0,0,-9.862,0.005,-0.803
1.96,0,1.952, 2021/07/20 18:25:37.960 PM,1310840738,239137.96,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.77,1.06,0.91,0,0,0,-9.649,0.008,-0.801
1.968,0,1.96, 2021/07/20 18:25:37.968 PM,1310840738,239137.968,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.28,0.68,0.41,0,0,0,-9.719,0.06,-0.745
1.98,0,1.972, 2021/07/20 18:25:37.980 PM,1310840738,239137.98,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.12,0.4,-0.27,0,0,0,-9.668,0.079,-0.794
1.988,0,1.98, 2021/07/20 18:25:37.988 PM,1310840738,239137.988,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.62,0.95,-0.71,0,0,0,-9.676,-0.072,-0.679
2,0,1.992, 2021/07/20 18:25:38.000 PM,1310840738,239138,37.42895231,-122.1844051,39.42,0,0,0,-0.08,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.43,1.25,-0.01,0,0,0,-9.491,0.092,-0.826
